0;START;{}
0;MAP;{}
0;Human;{id: Victim1 , breath: 30 , pulse: 140 , throat: 1 , pos_x: 1630 , pos_y: 620}
0;Human;{id: Victim2 , breath: 0 , pulse: 82 , throat: 1 , pos_x: 1382 , pos_y: -353}
0;Human;{id: Victim3 , breath: 0 , pulse: 0 , throat: 0 , pos_x: 895 , pos_y: 118}
0;Human;{id: Victim4 , breath: 15 , pulse: 103 , throat: 1 , pos_x: 933 , pos_y: 873}
0;Human;{id: Victim5 , breath: 22 , pulse: 161 , throat: 1 , pos_x: 1346 , pos_y: 136}
0;Human;{id: Victim6 , breath: 30 , pulse: 140 , throat: 1 , pos_x: 2380 , pos_y: 140}
15;POSITION;{x: 2320, y: -320}
268;POSITION;{x: 2320, y: -320}
287;POSITION;{x: 2320, y: -320}
306;POSITION;{x: 2320, y: -320}
325;POSITION;{x: 2320, y: -320}
343;POSITION;{x: 2320, y: -320}
362;POSITION;{x: 2320, y: -320}
394;POSITION;{x: 2320, y: -320}
414;POSITION;{x: 2320, y: -320}
434;POSITION;{x: 2320, y: -320}
452;POSITION;{x: 2320, y: -320}
471;POSITION;{x: 2320, y: -320}
490;POSITION;{x: 2320, y: -320}
509;POSITION;{x: 2320, y: -320}
527;POSITION;{x: 2320, y: -320}
547;POSITION;{x: 2320, y: -320}
567;POSITION;{x: 2320, y: -320}
586;POSITION;{x: 2320, y: -320}
606;POSITION;{x: 2320, y: -320}
625;POSITION;{x: 2320, y: -320}
644;POSITION;{x: 2320, y: -320}
662;POSITION;{x: 2320, y: -320}
681;POSITION;{x: 2320, y: -320}
699;POSITION;{x: 2320, y: -320}
718;POSITION;{x: 2320, y: -320}
737;POSITION;{x: 2320, y: -320}
755;POSITION;{x: 2320, y: -320}
773;POSITION;{x: 2320, y: -320}
791;POSITION;{x: 2320, y: -320}
810;POSITION;{x: 2320, y: -320}
828;POSITION;{x: 2320, y: -320}
856;POSITION;{x: 2320, y: -320}
876;POSITION;{x: 2320, y: -320}
894;POSITION;{x: 2320, y: -320}
913;POSITION;{x: 2320, y: -320}
931;POSITION;{x: 2320, y: -320}
950;POSITION;{x: 2320, y: -320}
968;POSITION;{x: 2320, y: -320}
987;POSITION;{x: 2320, y: -320}
1007;POSITION;{x: 2320, y: -320}
1025;POSITION;{x: 2320, y: -320}
1045;POSITION;{x: 2320, y: -320}
1064;POSITION;{x: 2320, y: -320}
1084;POSITION;{x: 2320, y: -320}
1104;POSITION;{x: 2320, y: -320}
1123;POSITION;{x: 2320, y: -320}
1142;POSITION;{x: 2320, y: -320}
1162;POSITION;{x: 2320, y: -320}
1182;POSITION;{x: 2320, y: -320}
1201;POSITION;{x: 2320, y: -320}
1222;POSITION;{x: 2320, y: -320}
1241;POSITION;{x: 2320, y: -320}
1260;POSITION;{x: 2320, y: -320}
1280;POSITION;{x: 2320, y: -320}
1299;POSITION;{x: 2320, y: -320}
1318;POSITION;{x: 2320, y: -320}
1337;POSITION;{x: 2320, y: -320}
1356;POSITION;{x: 2320, y: -320}
1375;POSITION;{x: 2320, y: -320}
1394;POSITION;{x: 2320, y: -320}
1413;POSITION;{x: 2320, y: -320}
1432;POSITION;{x: 2320, y: -320}
1452;POSITION;{x: 2320, y: -320}
1472;POSITION;{x: 2320, y: -320}
1492;POSITION;{x: 2320, y: -320}
1511;POSITION;{x: 2320, y: -320}
1531;POSITION;{x: 2320, y: -320}
1550;POSITION;{x: 2320, y: -320}
1569;POSITION;{x: 2320, y: -320}
1588;POSITION;{x: 2319, y: -319}
1607;POSITION;{x: 2318, y: -318}
1627;POSITION;{x: 2316, y: -317}
1646;POSITION;{x: 2313, y: -316}
1665;POSITION;{x: 2310, y: -314}
1685;POSITION;{x: 2306, y: -312}
1703;POSITION;{x: 2301, y: -309}
1722;POSITION;{x: 2296, y: -307}
1741;POSITION;{x: 2290, y: -304}
1759;POSITION;{x: 2283, y: -301}
1778;POSITION;{x: 2276, y: -298}
1796;POSITION;{x: 2268, y: -294}
1815;POSITION;{x: 2260, y: -290}
1833;POSITION;{x: 2252, y: -286}
1851;POSITION;{x: 2243, y: -283}
1870;POSITION;{x: 2235, y: -279}
1888;POSITION;{x: 2226, y: -275}
1907;POSITION;{x: 2218, y: -271}
1925;POSITION;{x: 2209, y: -268}
1944;POSITION;{x: 2201, y: -264}
1962;POSITION;{x: 2192, y: -260}
1981;POSITION;{x: 2184, y: -256}
2000;POSITION;{x: 2175, y: -253}
2018;POSITION;{x: 2167, y: -249}
2037;POSITION;{x: 2158, y: -245}
2055;POSITION;{x: 2150, y: -241}
2074;POSITION;{x: 2141, y: -238}
2093;POSITION;{x: 2133, y: -234}
2111;POSITION;{x: 2124, y: -230}
2130;POSITION;{x: 2116, y: -226}
2150;POSITION;{x: 2107, y: -222}
2168;POSITION;{x: 2098, y: -219}
2186;POSITION;{x: 2090, y: -215}
2205;POSITION;{x: 2082, y: -211}
2223;POSITION;{x: 2073, y: -208}
2242;POSITION;{x: 2064, y: -204}
2261;POSITION;{x: 2055, y: -201}
2280;POSITION;{x: 2046, y: -200}
2299;POSITION;{x: 2036, y: -200}
2318;POSITION;{x: 2027, y: -200}
2337;POSITION;{x: 2017, y: -201}
2356;POSITION;{x: 2008, y: -203}
2375;POSITION;{x: 1999, y: -205}
2394;POSITION;{x: 1989, y: -207}
2414;POSITION;{x: 1980, y: -209}
2432;POSITION;{x: 1971, y: -211}
2451;POSITION;{x: 1962, y: -213}
2470;POSITION;{x: 1952, y: -215}
2489;POSITION;{x: 1943, y: -217}
2507;POSITION;{x: 1934, y: -219}
2526;POSITION;{x: 1925, y: -221}
2545;POSITION;{x: 1915, y: -221}
2564;POSITION;{x: 1906, y: -220}
2583;POSITION;{x: 1896, y: -218}
2602;POSITION;{x: 1887, y: -215}
2621;POSITION;{x: 1879, y: -212}
2639;POSITION;{x: 1870, y: -208}
2658;POSITION;{x: 1862, y: -204}
2677;POSITION;{x: 1854, y: -199}
2695;POSITION;{x: 1846, y: -195}
2714;POSITION;{x: 1838, y: -190}
2732;POSITION;{x: 1831, y: -185}
2750;POSITION;{x: 1823, y: -180}
2769;POSITION;{x: 1815, y: -174}
2787;POSITION;{x: 1808, y: -169}
2806;POSITION;{x: 1800, y: -163}
2825;POSITION;{x: 1793, y: -158}
2843;POSITION;{x: 1785, y: -152}
2862;POSITION;{x: 1778, y: -147}
2881;POSITION;{x: 1770, y: -141}
2900;POSITION;{x: 1763, y: -135}
2919;POSITION;{x: 1756, y: -128}
2939;POSITION;{x: 1748, y: -122}
2958;POSITION;{x: 1741, y: -116}
2977;POSITION;{x: 1734, y: -109}
2996;POSITION;{x: 1728, y: -102}
3015;POSITION;{x: 1721, y: -95}
3034;POSITION;{x: 1715, y: -88}
3053;POSITION;{x: 1709, y: -81}
3072;POSITION;{x: 1703, y: -74}
3091;POSITION;{x: 1697, y: -66}
3110;POSITION;{x: 1691, y: -59}
3129;POSITION;{x: 1685, y: -51}
3148;POSITION;{x: 1680, y: -43}
3168;POSITION;{x: 1675, y: -35}
3187;POSITION;{x: 1670, y: -27}
3207;POSITION;{x: 1665, y: -18}
3226;POSITION;{x: 1660, y: -10}
3246;POSITION;{x: 1656, y: -1}
3265;POSITION;{x: 1651, y: 7}
3284;POSITION;{x: 1647, y: 16}
3304;POSITION;{x: 1644, y: 25}
3324;POSITION;{x: 1640, y: 34}
3343;POSITION;{x: 1638, y: 43}
3362;POSITION;{x: 1635, y: 53}
3382;POSITION;{x: 1633, y: 62}
3401;POSITION;{x: 1631, y: 72}
3421;POSITION;{x: 1630, y: 81}
3441;POSITION;{x: 1630, y: 91}
3460;POSITION;{x: 1629, y: 101}
3480;POSITION;{x: 1630, y: 111}
3499;POSITION;{x: 1631, y: 120}
3518;POSITION;{x: 1632, y: 130}
3538;POSITION;{x: 1634, y: 139}
3557;POSITION;{x: 1637, y: 149}
3576;POSITION;{x: 1640, y: 158}
3596;POSITION;{x: 1644, y: 167}
3616;POSITION;{x: 1649, y: 176}
3635;POSITION;{x: 1653, y: 184}
3655;POSITION;{x: 1659, y: 192}
3674;POSITION;{x: 1664, y: 200}
3694;POSITION;{x: 1670, y: 208}
3713;POSITION;{x: 1677, y: 215}
3733;POSITION;{x: 1684, y: 222}
3753;POSITION;{x: 1691, y: 229}
3773;POSITION;{x: 1699, y: 235}
3792;POSITION;{x: 1706, y: 241}
3812;POSITION;{x: 1715, y: 247}
3831;POSITION;{x: 1723, y: 252}
3851;POSITION;{x: 1731, y: 256}
3869;POSITION;{x: 1740, y: 261}
3888;POSITION;{x: 1748, y: 265}
3906;POSITION;{x: 1757, y: 268}
3925;POSITION;{x: 1765, y: 272}
3944;POSITION;{x: 1774, y: 275}
3962;POSITION;{x: 1783, y: 278}
3981;POSITION;{x: 1792, y: 281}
3999;POSITION;{x: 1800, y: 284}
4018;POSITION;{x: 1809, y: 287}
4036;POSITION;{x: 1818, y: 289}
4055;POSITION;{x: 1827, y: 292}
4075;POSITION;{x: 1837, y: 295}
4093;POSITION;{x: 1846, y: 297}
4112;POSITION;{x: 1855, y: 299}
4131;POSITION;{x: 1863, y: 302}
4149;POSITION;{x: 1872, y: 304}
4167;POSITION;{x: 1881, y: 306}
4186;POSITION;{x: 1890, y: 309}
4204;POSITION;{x: 1899, y: 311}
4223;POSITION;{x: 1908, y: 313}
4242;POSITION;{x: 1918, y: 315}
4262;POSITION;{x: 1927, y: 318}
4280;POSITION;{x: 1936, y: 320}
4299;POSITION;{x: 1945, y: 322}
4317;POSITION;{x: 1954, y: 324}
4335;POSITION;{x: 1963, y: 326}
4354;POSITION;{x: 1972, y: 329}
4372;POSITION;{x: 1981, y: 331}
4391;POSITION;{x: 1990, y: 333}
4409;POSITION;{x: 1999, y: 335}
4428;POSITION;{x: 2008, y: 337}
4447;POSITION;{x: 2017, y: 340}
4466;POSITION;{x: 2026, y: 342}
4485;POSITION;{x: 2036, y: 344}
4504;POSITION;{x: 2045, y: 346}
4524;POSITION;{x: 2054, y: 349}
4543;POSITION;{x: 2064, y: 351}
4562;POSITION;{x: 2073, y: 354}
4580;POSITION;{x: 2082, y: 356}
4599;POSITION;{x: 2091, y: 359}
4617;POSITION;{x: 2100, y: 361}
4636;POSITION;{x: 2108, y: 363}
4654;POSITION;{x: 2117, y: 366}
4672;POSITION;{x: 2126, y: 368}
4692;POSITION;{x: 2135, y: 371}
4710;POSITION;{x: 2144, y: 374}
4729;POSITION;{x: 2153, y: 376}
4748;POSITION;{x: 2162, y: 379}
4767;POSITION;{x: 2171, y: 382}
4786;POSITION;{x: 2180, y: 384}
4804;POSITION;{x: 2189, y: 387}
4823;POSITION;{x: 2198, y: 390}
4842;POSITION;{x: 2207, y: 393}
4861;POSITION;{x: 2216, y: 396}
4880;POSITION;{x: 2225, y: 399}
4899;POSITION;{x: 2234, y: 403}
4919;POSITION;{x: 2243, y: 406}
4938;POSITION;{x: 2252, y: 410}
4958;POSITION;{x: 2261, y: 414}
4978;POSITION;{x: 2270, y: 418}
4997;POSITION;{x: 2279, y: 423}
5016;POSITION;{x: 2287, y: 427}
5036;POSITION;{x: 2296, y: 432}
5056;POSITION;{x: 2304, y: 438}
5075;POSITION;{x: 2312, y: 443}
5095;POSITION;{x: 2320, y: 449}
5114;POSITION;{x: 2327, y: 456}
5133;POSITION;{x: 2334, y: 462}
5153;POSITION;{x: 2340, y: 470}
5173;POSITION;{x: 2347, y: 477}
5192;POSITION;{x: 2353, y: 485}
5212;POSITION;{x: 2358, y: 493}
5232;POSITION;{x: 2363, y: 502}
5251;POSITION;{x: 2367, y: 510}
5270;POSITION;{x: 2371, y: 519}
5290;POSITION;{x: 2375, y: 529}
5309;POSITION;{x: 2377, y: 538}
5328;POSITION;{x: 2380, y: 547}
5348;POSITION;{x: 2382, y: 557}
5367;POSITION;{x: 2383, y: 566}
5387;POSITION;{x: 2384, y: 576}
5406;POSITION;{x: 2384, y: 585}
5425;POSITION;{x: 2384, y: 595}
5444;POSITION;{x: 2382, y: 604}
5463;POSITION;{x: 2380, y: 614}
5484;POSITION;{x: 2377, y: 624}
5504;POSITION;{x: 2374, y: 633}
5523;POSITION;{x: 2370, y: 642}
5543;POSITION;{x: 2365, y: 650}
5563;POSITION;{x: 2360, y: 659}
5582;POSITION;{x: 2354, y: 667}
5601;POSITION;{x: 2348, y: 674}
5620;POSITION;{x: 2342, y: 681}
5639;POSITION;{x: 2335, y: 688}
5659;POSITION;{x: 2328, y: 695}
5678;POSITION;{x: 2321, y: 701}
5698;POSITION;{x: 2313, y: 706}
5717;POSITION;{x: 2304, y: 712}
5736;POSITION;{x: 2296, y: 717}
5755;POSITION;{x: 2288, y: 721}
5775;POSITION;{x: 2279, y: 726}
5794;POSITION;{x: 2271, y: 730}
5814;POSITION;{x: 2262, y: 734}
5833;POSITION;{x: 2253, y: 737}
5852;POSITION;{x: 2244, y: 741}
5871;POSITION;{x: 2234, y: 743}
5891;POSITION;{x: 2225, y: 746}
5909;POSITION;{x: 2216, y: 748}
5928;POSITION;{x: 2207, y: 750}
5946;POSITION;{x: 2198, y: 752}
5965;POSITION;{x: 2189, y: 753}
5984;POSITION;{x: 2180, y: 755}
6002;POSITION;{x: 2170, y: 756}
6021;POSITION;{x: 2161, y: 758}
6039;POSITION;{x: 2152, y: 759}
6058;POSITION;{x: 2143, y: 760}
6076;POSITION;{x: 2134, y: 761}
6095;POSITION;{x: 2125, y: 762}
6113;POSITION;{x: 2115, y: 764}
6132;POSITION;{x: 2106, y: 765}
6152;POSITION;{x: 2096, y: 766}
6171;POSITION;{x: 2087, y: 768}
6190;POSITION;{x: 2077, y: 769}
6210;POSITION;{x: 2068, y: 771}
6229;POSITION;{x: 2058, y: 774}
6248;POSITION;{x: 2049, y: 776}
6266;POSITION;{x: 2040, y: 778}
6285;POSITION;{x: 2031, y: 781}
6304;POSITION;{x: 2022, y: 784}
6322;POSITION;{x: 2014, y: 786}
6340;POSITION;{x: 2005, y: 789}
6359;POSITION;{x: 1996, y: 792}
6377;POSITION;{x: 1987, y: 795}
6396;POSITION;{x: 1979, y: 798}
6414;POSITION;{x: 1970, y: 801}
6433;POSITION;{x: 1961, y: 804}
6451;POSITION;{x: 1952, y: 807}
6470;POSITION;{x: 1944, y: 810}
